calories,proteins,fat,carbohydrate,name,calories_norm,proteins_norm,fat_norm,carbo_norm
382.0,0.3,3.5,87.2,Bagea kw 2,0.4063829787234043,0.0036144578313253013,0.035,0.1347758887171561
129.0,1.9,6.6,15.6,Baje,0.1372340425531915,0.02289156626506024,0.066,0.0241112828438949
272.0,8.7,6.7,44.1,Bakpia kue,0.2893617021276596,0.10481927710843374,0.067,0.06816074188562597
76.0,4.1,2.5,9.2,Bakso ,0.08085106382978724,0.04939759036144578,0.025,0.014219474497681605
27.0,2.0,0.2,4.2,Bakung segar,0.02872340425531915,0.024096385542168676,0.002,0.006491499227202473
280.0,8.2,10.2,39.0,Bakwan,0.2978723404255319,0.09879518072289156,0.102,0.06027820710973725
13.0,0.4,0.2,3.0,Baligo,0.013829787234042554,0.004819277108433735,0.002,0.00463678516228748
190.0,3.3,0.3,43.5,Bantal,0.2021276595744681,0.03975903614457831,0.003,0.06723338485316847
159.0,3.1,5.8,23.5,Barongko,0.16914893617021276,0.03734939759036145,0.057999999999999996,0.03632148377125193
137.0,4.3,4.8,19.1,Batang Tading,0.14574468085106385,0.051807228915662654,0.048,0.029520865533230294
107.0,2.2,2.2,19.6,Batar daan,0.11382978723404255,0.026506024096385545,0.022000000000000002,0.030293663060278208
76.0,1.1,0.9,16.0,Batatas gembili segar,0.08085106382978724,0.013253012048192772,0.009000000000000001,0.02472952086553323
110.0,1.4,1.1,23.4,Batatas kelapa ubi bakar,0.11702127659574468,0.016867469879518072,0.011000000000000001,0.036166924265842344
92.0,1.2,0.3,21.0,Batatas kelapa ubi kukus,0.09787234042553192,0.014457831325301205,0.003,0.03245749613601236
89.0,1.1,0.1,21.0,Batatas kelapa ubi segar,0.09468085106382979,0.013253012048192772,0.001,0.03245749613601236
182.0,2.4,0.4,42.2,Batatas tali ubi rebus,0.19361702127659575,0.02891566265060241,0.004,0.0652241112828439
45.0,1.4,0.2,10.3,Bawang Bombay,0.047872340425531915,0.016867469879518072,0.002,0.015919629057187017
39.0,1.5,0.3,0.2,Bawang Merah,0.04148936170212766,0.01807228915662651,0.003,0.0003091190108191654
95.0,4.5,0.2,23.1,Bawang Putih,0.10106382978723405,0.05421686746987952,0.002,0.0357032457496136
30.0,1.3,0.7,5.8,Bayam kukus,0.031914893617021274,0.01566265060240964,0.006999999999999999,0.008964451313755796
51.0,4.6,0.5,10.0,Bayam Merah,0.05425531914893617,0.05542168674698795,0.005,0.015455950540958269
41.0,2.2,0.8,6.3,Bayam merah segar,0.043617021276595745,0.026506024096385545,0.008,0.009737248840803708
23.0,1.2,0.6,3.7,Bayam rebus,0.02446808510638298,0.014457831325301205,0.006,0.00571870170015456
36.0,3.5,0.5,6.5,Bayam segar,0.03829787234042553,0.042168674698795185,0.005,0.010046367851622875
102.0,3.7,6.7,6.9,Bayam tumis + oncom,0.10851063829787234,0.04457831325301205,0.067,0.010664605873261205
48.0,1.4,4.2,2.6,Bayam tumis bersantan,0.05106382978723405,0.016867469879518072,0.042,0.00401854714064915
326.0,16.0,28.6,0.0,Bebek (itik),0.3468085106382979,0.1927710843373494,0.28600000000000003,0.0
303.0,11.3,27.0,3.7,Bebek alabio daging segar,0.3223404255319149,0.13614457831325302,0.27,0.00571870170015456
300.0,24.0,20.7,4.5,Bebek daging goreng,0.3191489361702128,0.28915662650602414,0.207,0.006955177743431221
